drugid,CVCL_0179,CVCL_1092,CVCL_1104,CVCL_1106,CVCL_1110,CVCL_1114,CVCL_1183,CVCL_3509,CVCL_1230,CVCL_1245,CVCL_0290,CVCL_2067,CVCL_0332,CVCL_1304,CVCL_4647,CVCL_0004,CVCL_0589,CVCL_0031,CVCL_0062,CVCL_0418,CVCL_0419,CVCL_1425,CVCL_1426,CVCL_0064,CVCL_1609,CVCL_1619,CVCL_1620,CVCL_3768,CVCL_1627,CVCL_1628,CVCL_1629,CVCL_0035,CVCL_1662,CVCL_0014,CVCL_1694,CVCL_0033,CVCL_0532,CVCL_0098,CVCL_0553,CVCL_0006,CVCL_0588
ERLOTINIB,0.14067016076735223,0.0013098500063085594,0.036258159348990564,0.06778043960886831,0.1413062812488169,0.280615817817783,,0.09098266638474001,0.07957886424050278,0.1129491264334941,0.10608076720695456,0.1960011196150815,0.06694229565830537,0.3586902131254717,0.08904658674145756,0.07965185278846626,0.07982858115392572,0.015616753126071836,0.049181104852650544,0.138160526619455,0.151925451653646,0.20506695050454327,0.07824947798402593,0.28767537256929787,,0.05917163115956164,0.12420096446310191,0.0692466666666812,0.0372931657170198,0.21631159853912754,0.0960371056627424,0.018768850717637408,0.24922920490982803,0.09785930936278323,0.08771631777521394,0.20424450125225,0.13130835360423332,0.11375194617458669,0.10315222314538999,0.02774899742650047,0.14096402989572818
GEFITINIB,0.23858337025853424,0.0,,0.0961441595573309,0.0851218213139308,0.35454805516084065,0.2607933050176551,0.0751790294238025,0.08382560340541868,0.2121969874431545,0.10584576649928834,0.15998531912167052,,0.3401606732436195,0.060697656859018026,0.13710035172582363,,0.10246943670053599,0.137407880313416,0.21284393677734517,0.2920617245891716,0.2893632817154108,0.2707936704576991,0.2851177068746963,,0.138932854804037,0.08580204270332877,0.06118336527323202,0.08504039051790908,0.22911288380951367,0.13589026553990247,0.0342077718004251,0.3067391477740203,0.16543974824160856,0.06476673782856489,0.25197900543529556,0.1372938160598047,0.174411396233288,0.15086942221175187,0.15319203641636783,0.11422400000001418
IMATINIB,0.049124132966614095,0.04754005330088674,0.0161984396430817,0.0245728115087025,,0.04234688798511667,,0.005612913273307626,0.2123047466687466,0.02202191398669064,0.07372922057403404,0.028354615384638182,0.17381122647087302,0.043334295562790864,0.04959273583496239,0.48948214213943664,0.3859092465758156,0.027128422301650138,0.06060576243086256,0.12184150679117016,0.060842343561930814,0.08010187280021355,,0.030354310004696478,0.07199402063267593,0.13237162218231457,0.027959610962857474,0.04090576896483374,0.04036811164870924,0.07012096149296371,0.03831193898202861,0.03447332245992817,0.014811536195049992,0.07058868185112759,0.044375934256576384,0.278176744560234,0.02869692609502321,0.06788329926914878,0.07673655270379638,0.0205767432321506,
LAPATINIB,0.241821257716369,0.04972507603222596,0.01151327768604396,0.04886189934994038,0.0240542856130125,0.311998488304407,0.29572412188976693,0.04584319027242092,0.13089032012097557,0.1426314857423395,0.09867577194204048,0.2062916491813848,0.22919379569263806,0.22387701749599287,0.07543116412662282,0.14830606152809023,0.12567126927572636,0.08877335046310054,0.048717834119156624,0.3493338942974932,0.2978429691453901,0.14461603767538064,,0.2088593622083463,,0.2976316603429807,0.006558024355318539,0.03259199489688439,0.08794431091722169,0.17805296949553143,0.03757972242472111,0.031067123865614513,0.2421647081656564,0.18038218139692141,0.018406787056535628,,0.13843810439695955,0.19649567675988566,0.18332419356926535,0.058973691551445113,0.06007099792285505
METHOTREXATE,0.11556315530679401,0.2465198596270347,0.41115347312407535,0.10705748902264645,0.37044652014138485,0.604770177981072,0.7546674827641792,0.43135966230340006,0.35133193228293264,,0.2198978472824217,0.26261554473306364,0.0143600711087873,0.47650686291054906,0.0,0.7844426390839774,0.026008840244853955,0.14780693787049975,0.20382697307377684,0.36025812896684134,0.413613107632042,0.550192870249255,0.424451712740329,0.6556011012523192,0.6366815293274306,,0.062927621640182,0.14853182350992483,0.5501494461223749,0.4586111292443281,0.5273703915581214,0.04047768290873142,0.08511571287336847,0.6028210578919023,0.75563062177337,0.1256539133573794,0.108560352566546,0.7486494757428621,0.3385309483254471,,0.264040478000231
NAVITOCLAX,0.01211332108092062,0.1363637425847814,0.24002552638848895,0.05160674032964812,0.0,0.046588282654825564,0.23272851886184198,0.0001325183195846485,0.42358270206589654,0.0756356695200487,0.08195554145747859,0.1691235197012179,0.21062024543376,0.0,0.017629211890662858,0.05755023086973626,0.469041573953683,0.08085810468342507,0.19550650382333296,0.1167579569338802,0.022819109426495874,0.31575878640156074,0.24212259060458508,,0.1329443115997708,0.4275708194806585,0.2601519704538932,0.0936267261955004,0.002626870030384391,0.2169208397197674,0.028103440227814445,0.0521838074935602,0.2865041545657866,0.32757454597788777,0.28332690340671596,0.03453159632727981,0.046786020253966894,0.028371269221267117,0.06996505449084944,0.0753835662780205,0.0
NILOTINIB,0.0016360566024825533,0.0,,,0.023472318029190472,0.21722866511789027,0.2496719964146132,0.03402923333333046,0.04814500341566003,0.07298766367778405,0.0225533333333237,0.00018717604453206065,0.04703468429862708,0.00908912853431646,0.0,0.6258218736871956,0.4872552603703592,0.06006759871167119,0.04332406022745486,0.07871333794246843,0.005392698211263738,0.2054215960321258,0.2360272538461523,0.13379891387019915,0.0169466666666716,0.0,7.675283376640257e-07,0.0185466666666722,0.012430733333332207,0.19529015190465118,0.008397088391805719,0.0736872992173294,0.01022046666664563,0.03363198108489835,0.09354353198061219,,0.05178477333332874,0.06032216594184738,0.027789666666676753,0.20511849984247235,0.0648666666666836
OLAPARIB,0.05444331276758273,0.10283807759666486,0.00602879216312699,0.22250084750559931,0.15854802993661088,0.18319517397487814,0.2824094442723295,0.0634735520368813,0.09359920634530867,0.02543186930064418,0.04756894366240819,0.07814633886937312,0.08641277036328686,0.10121280351816693,0.06905768447979203,0.06034440141749074,0.027706348266643976,0.02405851799333242,0.044193716466179506,0.11355074997431036,0.169247048652866,0.13940114517783497,0.169987108568039,0.38426747928570565,0.017668317460279023,0.24748882456404034,0.25066557469142103,0.0738200576879954,0.0115306044123115,0.1049186947697766,0.049651359031943905,0.019240912127724982,0.04744849194682857,0.09903561044847504,0.0989600554900424,0.09492138527526836,0.02335803503665563,0.16830228068899167,0.09795856836476738,0.14650144871594983,0.016445327080305532
PACLITAXEL,0.4262657041522927,0.4045506215059229,0.3130576598457505,0.6075958887121572,0.35394695040468,0.4226158799999985,0.7871469950025319,0.19390358748119396,,0.41943857142856866,0.0801431922281797,0.472005290058179,0.6110065625968244,0.33248407082448406,0.3292752862630745,0.6941031620830777,0.5176756864263926,0.25701587686763144,0.3729879999999978,0.3579329650616314,0.655740000000002,0.6877850320100249,0.36838712831302356,0.7283801244749684,0.7027259999999971,0.7206907700060812,0.860992842916193,0.03951053333330825,0.24084736164166604,0.3410541049800321,0.5562261249243843,0.27242460000000596,0.2280065514921003,0.8393884615384632,0.8612414396573679,,0.3278124437211508,0.7994236455619065,0.33385767152821333,0.7598764285714313,0.17346425357000783
PANOBINOSTAT,0.47418174882582714,0.36370234227749887,0.5646551041885158,0.6377956456644156,0.671798289684098,0.5686435771367239,0.6940030479541479,0.3481170413399047,0.48420761488334796,0.527629430909982,0.4076969921938084,0.37463390806808283,0.6815039254250682,0.606843750014737,0.510140972769839,0.5348606297062505,0.7700256580503689,0.6032745128148094,0.4788605454600214,0.7925001926457041,0.5136493518585504,0.5987952261543021,0.46762188203532107,0.7540410826465875,0.7279696098113921,0.7234861123389817,0.7648807857880779,0.44384786477750526,0.3821520085743469,0.5393655826767814,0.5617595002144326,0.27684149636199146,0.46419536165057296,0.730813057958882,0.7089293197811831,,0.35440573428949446,0.6198232336303318,0.4760492756126358,0.711444314900369,0.3320198335861977
