drugid,CVCL_0179,CVCL_1092,CVCL_1104,CVCL_1106,CVCL_1110,CVCL_1114,CVCL_1183,CVCL_3509,CVCL_1230,CVCL_1245,CVCL_0290,CVCL_2067,CVCL_0332,CVCL_1304,CVCL_4647,CVCL_0004,CVCL_0589,CVCL_0031,CVCL_0062,CVCL_0418,CVCL_0419,CVCL_1425,CVCL_1426,CVCL_0064,CVCL_1609,CVCL_1619,CVCL_1620,CVCL_3768,CVCL_1627,CVCL_1628,CVCL_1629,CVCL_0035,CVCL_1662,CVCL_0014,CVCL_1694,CVCL_0033,CVCL_0532,CVCL_0098,CVCL_0553,CVCL_0006,CVCL_0588
ERLOTINIB,0.104307288289392,0.0109038782029406,0.0949200312029871,0.19057047137523897,0.0702704400391796,0.198623044225959,0.09986305067082,0.0446065368384144,0.12355609216298599,0.0730782725055044,0.0927292095747254,0.150961854776835,0.0100851469237745,0.46396484536253496,0.0655030935265355,0.011251598059228998,0.0138642714247976,0.0194019999999995,0.0,0.072796166487531,0.139002713726879,0.0625962120956206,0.0482620753186911,0.21554517019379998,0.0449521092097698,0.0779646547211682,0.0,0.00836344220725038,0.071027412369431,0.0904927236395019,0.0904355111263182,0.00623669785064648,0.171942791371621,0.0206677400627149,0.0228729427457833,0.101478318714914,0.0894711236808881,0.0191803165339121,0.10301078861753099,0.00623471047118947,0.146863705698898
GEFITINIB,0.212217862664635,0.0797637730300165,0.253756933862654,0.12479686639649801,0.00535001566236985,0.21728825002746102,0.0,0.0721925246477785,0.0125567704383563,0.330714143808744,0.0133537525404631,0.129629445707058,0.0831776671071449,0.408304740754684,0.0134954700460465,0.0122153003481367,0.0202404797865208,0.182751167759573,0.10349778936210198,0.135176420596074,0.24194578474855802,0.16273741670601402,0.0547228604987469,0.18355977203017604,0.00938410817974112,0.0143203089649871,0.0,0.0108182654691743,0.0573736291199979,0.0934145132822154,0.0772428662545899,0.0100539314958087,0.150363747977927,0.00573145004998506,0.00755163620660948,0.249159766719842,0.0944725987586081,0.00305194531287762,0.0564602310971287,0.0625166016968671,0.218876638894301
IMATINIB,0.0,0.047533726639836,0.0828125,0.16178994284608803,0.0,0.0765322520409303,0.0,0.0117098462170622,0.299360366736563,0.15463901145737802,0.1309216,0.0,0.019075284311583,0.0485805023017897,0.0,0.36709916706489504,0.292626221327881,0.0,0.0833665999999996,0.0149646560636843,0.0,0.0554434567112215,0.006331631876870821,0.00720280145331957,0.00498082574940114,0.0,0.0042711152539092,0.00535033781355904,0.0021665738659529103,0.00783729464136809,0.0060188009538325,0.00453574395267522,0.0,0.00891510731813482,0.0,0.00584156565247745,0.0262269999999994,0.000814983161965513,0.0313330052635605,0.0,0.0057499999999992
LAPATINIB,0.42352961056130395,0.136659365913715,0.0926058975511386,0.15122811754247598,0.0029506717995807603,0.18918807328041198,0.0,0.0800155999999996,0.0499834398429665,0.24568880109744898,0.0892741438281411,0.14820787416623002,0.0961310869079505,0.38020523266664297,0.008291126299014441,0.0578881010759572,0.29790889171548496,0.213092207619197,0.18595128295243804,0.376067268224009,0.216866054170102,0.14982,0.0328200099090872,0.0,0.0,0.0,0.0,0.0539000000000003,0.0151767722625786,0.0343808989443625,0.00406054605489908,0.0,0.0569178085107424,0.0,0.0,0.551158894409956,0.100593569769145,0.0,0.170601818189977,0.00829756317217825,0.138687727106864
METHOTREXATE,0.0,0.113421830184544,0.348470336785548,0.19468075538612803,0.304550447389519,0.19631091970400302,0.0,0.207063094208422,0.221059146876868,0.23501686462522,0.165837647381446,0.0548412799553824,0.113951167264047,0.417484631002077,0.0,0.693355382800653,0.38714469522237605,0.20212467095498698,0.0755330000000006,0.0679388411453161,0.37743008325664507,0.569840775331975,0.650525154895887,0.476086308070883,0.668687406513153,0.00432481630242076,0.0,0.0,0.42031680118259207,0.40313976949374297,0.290382264880413,0.0005321404890375161,0.00122887712211587,0.402331119117758,0.669708581264197,0.33434343871904704,0.102480513346908,0.68457301024323,0.172749642806285,0.6572676453628261,0.0684476580480122
NAVITOCLAX,0.0495169017922337,0.12253633457412598,0.393081865347772,0.146569683477777,0.0440800444013197,0.188268656530696,0.375766307939959,0.0644771456711462,0.42609730669661894,0.255213046239395,0.11389899415103401,0.273191169510753,0.103699956528085,0.1608134,0.0108765427255442,0.00620550739463586,0.514942679203945,0.163994775588118,0.351444937130477,0.250104717598014,0.156314211357871,0.205067440344702,0.0942033039386164,0.5024684400102271,0.189531467614201,0.47051033888501703,0.213901766040408,0.18316832215830703,0.0870705985756185,0.0431763350458853,0.00540522555872766,0.0883116851527265,0.19931787128674,0.206368945022518,0.211924385212282,0.24338879544650197,0.0422579694979715,0.229188063459963,0.118208890640815,0.06264026948361,0.0375208229032921
NILOTINIB,0.0224650590967076,0.152405194851474,0.17409611108553,0.0891672000000002,0.0,0.135244717224303,0.0,0.21479781819801397,0.31086915496044504,0.0317810049091911,0.170936643900446,0.089046170057995,0.0632439999999994,0.121676957813919,0.0,0.658294160979789,0.4581266254213449,0.0541567622061265,0.23022877089938504,0.0638963999999997,0.0,0.0215000000000012,0.0,0.0668410136219595,0.0134566388719296,0.147220778053926,0.0485976575837159,0.0524469982684399,0.00122299289028534,0.0144199682997405,0.0294521978639493,0.0,0.0,0.0138865974907735,0.147252417632012,0.0770041412778691,0.0454744000000001,0.0063625515617172605,0.121994425777834,0.118164241306917,0.0358668000000004
OLAPARIB,0.0,0.0800323407183623,0.24419912995744697,0.19972518967070102,0.0945062413572752,0.133631343121417,0.116139677939521,0.132336149829571,0.208224669908962,0.137304452165919,0.26820895072251505,0.00100131629714782,0.00755079965083292,0.106154840305841,0.042294041884936004,0.0103680735853533,0.0128877549457492,0.136535718411263,0.176098643371066,0.0710983757894924,0.0706999644855084,0.0431234486662855,0.0076191707317555,0.22736050804985003,0.0421206601841057,0.19669550179729398,0.235641747736121,0.00727807789456407,0.0315654117664909,0.0299616730734399,0.10004530332747198,0.037604732334768,0.000551726934685658,0.0120849997316083,0.16470344499118802,0.0907672722239115,0.0,0.0582458027845479,0.0690385356401143,0.12075279166320299,0.12069531937777599
PACLITAXEL,0.377503425512567,0.507398408066092,0.47341739185290704,0.41976090962082296,0.435554304928008,0.34227567715878005,0.403135814034786,0.513278763999524,0.500839104276266,0.34638952985102506,0.492810713948197,0.5078231973082671,0.473402595131146,0.41416368009607,0.22811526994508102,0.484334052526949,0.406439419788183,0.300553401739291,0.543932628915455,0.406668142785858,0.331582008742273,0.5521771473382371,0.438467146026166,0.593394748912225,0.6167685586039671,0.636124580200263,0.646226853529065,0.273224543172448,0.24935385398348603,0.328265767975239,0.412832262570408,0.206324200732501,0.0893847737065073,0.562676287224521,0.576522033621991,0.551626594241821,0.27594227237198,0.572046777260438,0.38827033867843397,0.599041621029701,0.252837583069568
PANOBINOSTAT,0.37879582330831796,0.200571848979727,0.46036457438948497,0.468851836215548,0.305359752514585,0.3802055568568621,0.44242379053878295,0.457831962647062,0.5112022203056851,0.34328064101069106,0.3739080511022171,0.289426101023931,0.36960006373903903,0.338822128134617,0.274496417113758,0.381704843740666,0.5988520267077371,0.3767280375916721,0.34451856889433397,0.5257682583157101,0.274891114869586,0.5156677573900349,0.49075054328956896,0.53616674625356,0.5588855222830439,0.545735136344523,0.476847841517215,0.395126959479295,0.268246988984235,0.39243339073861205,0.3935524265913,0.211668395057689,0.19304842991575602,0.471154805097726,0.503558233962026,0.483154243607461,0.27376398013429104,0.483695258677584,0.38851671959373296,0.493418453791714,0.428781403555669
PICTILISIB,0.238421732928035,0.22416374013964702,0.306797236313139,0.275459932807854,0.29343062524383695,0.26114237189754397,0.113151387184438,0.0225341085212663,0.445073912186229,0.344151964567959,0.191296995627989,0.3804423528551789,0.211082952664052,0.49556024050358205,0.14761368707276198,0.0318150470179647,0.282207817024578,0.461450389848697,0.238254489074326,0.404089435804817,0.22379854589676298,0.30271662769929697,0.202236098184315,0.34674935082498104,0.37763652572313794,0.313265847310422,0.36636452389116,0.13772963804253602,0.170575940789301,0.20060868466372603,0.21521705371074804,0.218257239157457,0.18891494021689,0.185827933759265,0.239159086211239,0.437117762866589,0.20237155380098898,0.311478211687095,0.332596069298232,0.35979753984911406,0.39652444563416994
SELUMETINIB,0.0,0.00138187098372593,0.22821995043576698,0.0761714795191394,0.0492420261213388,0.137467325229798,0.521048156815335,0.161056639226614,0.16634465675212803,0.322842021408143,0.191601866183532,0.11893257870694501,0.161992418473082,0.38373898049816496,0.144794356076155,0.111537926987252,0.21558802492637102,0.41492743408122895,0.35115827633186697,0.007727855073612329,0.0507320239529991,0.0904826466627443,0.0240952759532821,0.23747221158695,0.276820539752212,0.663351828854777,0.333540168941407,0.39525459887392206,0.126822336345384,0.28563035753386495,0.16621655500587101,0.0,0.23757430200171203,0.0176630875560239,0.636868538233526,0.0688007999999993,0.117482099696387,0.441988728326136,0.0538052000000002,0.465055903257998,0.279204992913258
SERDEMETAN,0.00163271091261412,0.162072031145635,0.198807997479007,0.140041755529267,0.0152404521358409,0.169730573893957,0.11475764753662801,0.0198076195677896,0.163075698917391,0.237438696994129,0.0639493056274225,0.0483749422720819,0.10603834166669698,0.011856484688768999,0.00981677767879038,0.014681591154493,0.14741632754117598,0.0342162891426145,0.133145346266685,0.133041147946693,0.0134731276579375,0.147543300754766,0.0882667172572766,0.24535911227782398,0.0180992293568667,0.241765899172644,0.31193289376466604,0.0136661249896755,0.0058794921028121295,0.0295744407919348,0.00654651850572032,0.00561517616768664,0.00212222442183215,0.009348392443471291,0.105044985832732,0.0104654959430056,0.0210480000000002,0.21794368968715103,0.0418669940637504,0.0940300479396067,0.018426599999999002
SORAFENIB,0.0,0.0486498884412566,0.000973645529248216,0.000930795411413425,0.006688508393394721,0.0559018262568432,0.0619674397343451,0.142658898372047,0.21404868545612102,0.00111303251319123,0.005383669788753129,0.0,0.0,0.0,0.0,0.0011300123620896,0.300789345141468,0.0,0.0423420074558432,0.0514535460685346,0.0,0.461194409178546,0.38465956859685296,0.5689527105244849,0.00820915900788511,0.0,0.0,0.0125875732851725,0.0,0.0,0.0,0.0,0.000816276480575332,0.00365389614839567,0.00271584715290594,0.0,0.0141125993852501,0.0,0.0,0.0103241302918295,0.0
SUNITINIB,0.0,0.0861239568306294,0.12670716175399,0.0265395280589368,0.0,0.0386806558314867,0.00344979192444616,0.0245082748961259,0.189718091603662,0.179916291179246,0.07228101185939999,0.0,0.0,0.00923080260141505,0.179704790663862,,,0.160433051826189,0.079013541476983,0.0723690390025309,0.0,0.44753067527857704,0.333439477438048,0.48152337415001506,0.0471280283086951,0.0184295448893029,0.00196267065984751,0.0254200000000003,0.0,0.0007938591367865481,0.00805322340379235,0.0,0.0,0.0375231273372963,0.0152521094552638,0.0735658383015055,0.0212501929951412,0.0521372987837786,0.10130580280589901,,0.0343801295473726
TANESPIMYCIN,0.40851243802904597,0.49486091961784495,0.4488256762502179,0.4822959436914179,0.350533075247045,0.336630325602763,0.59002638031557,0.287139430423414,0.30426061373663205,0.535534728036107,0.40258797408689295,0.39890718228469396,0.441361914532043,0.491798295686172,0.353059983602115,0.34218151972534905,0.273546561908279,0.420000550871521,0.19662112846273602,0.64730256897362,0.0993005753496466,0.43016166574783793,0.37645990700983795,0.5141364518862079,0.266733067982309,0.515242381452918,0.383014172707719,0.568165233814222,0.226805128177857,0.35021034029555104,0.443857096919032,0.23352572507282604,0.0709424134932703,0.26166548244425,0.368919211111515,0.598550497872986,0.27350297571742,0.46743196009358795,0.19125283446943397,0.473867809881169,0.408022487046659
TEMSIROLIMUS,0.27612067447218297,0.37855547150732105,0.40822636423121295,0.509580901811157,0.467742997469066,0.37967870485389793,0.31298549373632695,0.12596832339727598,0.23326997423989002,0.256627406357941,0.4104786,0.155053499490609,0.37983769410028795,0.567305202813162,0.141177533501285,0.158440423159518,0.306499112685995,0.435041220791678,0.259408084878603,0.662915757231908,0.283547911608906,0.34491166456558003,0.15290935122972799,0.227873906535253,0.22991665210352,0.0,0.0791848145714441,0.22996956098128,0.205521270070763,0.143194266023537,0.164688508053352,0.2586682909978,0.0696179293984002,0.16346069380219902,0.20520698472473603,0.372190283596592,0.20983366296959302,0.104899308449244,0.332267431600349,0.271392142057861,0.450820202002365
TOPOTECAN,0.006778931260503071,0.0996529841278386,0.307092813234688,0.250182809936203,0.17283927604333,0.10943142175556099,0.260332736988327,0.412819200862021,0.561216730529163,0.22028624881407802,0.295907717619759,0.007101151450418941,0.0115238045215118,0.14973217527424698,0.113372812581541,0.238073240215512,0.503999337906405,0.15744596898236998,0.128867433136339,0.115057778679459,0.25852848664704603,0.505303281966514,0.36547768485314003,0.49072459159642895,0.49055864565779606,0.6034083007531011,0.514675790996823,0.20649564771033302,0.0107644157776833,0.0683589191446851,0.307606451652509,0.135272374837543,0.0106606553562493,0.257134442130301,0.4659090041893621,0.257777818182154,0.16944036486439998,0.46921498636391995,0.255398512033476,0.274609710276745,0.132773385822247
VANDETANIB,0.167619424134685,0.12959335381008302,0.0784133806176056,0.093878759580064,0.146009192715353,0.19289442480993,0.0,0.15334076798364601,0.0444983972737284,0.0172945364442145,0.0139899932026902,0.48503351075869,0.138669103349499,0.47265298102692893,0.0006820246119987651,0.21697031182555399,0.318580028092242,0.310907524931758,0.15757174050087697,0.125151340769962,0.16536581550760998,0.004855002593189339,0.18524000000000002,0.140969661867784,0.00884771699351576,0.177741991012775,0.11854000000001401,0.0601399999999995,0.158228543661098,0.154964217879762,0.023392803270612997,0.00146268614545721,0.00751268981640055,0.0,0.0,0.0988009629767142,0.14301779868046802,0.014459999999999999,0.18033113619444602,0.0622253509441234,0.275987335928781
VORINOSTAT,0.14283242219012,0.11114799026658999,0.251900914116805,0.146372031188979,0.0140192217236942,0.14814080551551598,0.0187479671176006,0.19168972330934397,0.20735982015829102,0.122696631362681,0.15058324831687697,0.112309388011453,0.13435938546358198,0.15141966469535,0.138193865542509,0.136560822131079,0.23711357984042,0.28968106444392105,0.128645039483576,0.24213670910639104,0.15215184023425501,0.200496640227238,0.23013179345668397,0.22172877852123998,0.225105692926848,0.24878892896890198,0.200289699790775,0.177857539238648,0.0334507345671975,0.199448774846873,0.205908443690327,0.11020186103647599,0.12118316459351,0.207492642952448,0.0970101051785495,0.34252338153005896,0.112772217447851,0.12837564403995802,0.15004752507691,0.22296490225107604,0.24505751695117
